Data,Otwarcie,Najwyzszy,Najnizszy,Zamkniecie,Wolumen
2017-07-10,7342.14,7343.11,7288.12,7320.64,3042761
2017-07-11,7327.18,7351.05,7291.59,7310.33,3351705
2017-07-12,7316.23,7425.32,7316.23,7421.23,5448203
2017-07-13,7430.92,7455.39,7407.04,7455.39,9009769
2017-07-14,7449.21,7457.4,7390.6,7441.46,3298834
2017-07-17,7473.69,7545.13,7471,7534.98,5769621
2017-07-18,7527.15,7552.36,7468.19,7493.79,5638424
2017-07-19,7517.45,7543.12,7505.44,7520.83,5756011
2017-07-20,7558.37,7564.81,7471.44,7481.17,4376137
2017-07-21,7490.25,7540.87,7449.42,7463.85,4476912
2017-07-24,7458.95,7499.9,7431.66,7465.32,4970017
2017-07-25,7481.18,7519.86,7463.26,7496.23,4838100
2017-07-26,7512.59,7551.72,7502.64,7533.83,4298023
2017-07-27,7518.34,7535.11,7491.37,7526.84,2686881
2017-07-28,7510.79,7563.53,7467.34,7563.53,4367530
2017-07-31,7552.37,7659.5,7552.37,7645.88,5819038
2017-08-01,7652.5,7674.21,7615.33,7651.06,4650488
2017-08-02,7668.82,7693.02,7497.73,7502.85,9150208
2017-08-03,7466.49,7507.87,7401.01,7407.04,11799768
2017-08-04,7427.27,7535.92,7421.66,7504.19,8227053
2017-08-07,7522.41,7532.21,7478.62,7526.21,3640132
2017-08-08,7523.81,7621.94,7491.29,7621.94,7583921
2017-08-09,7597.08,7597.08,7506.6,7553.29,4853916
2017-08-10,7546.92,7590.22,7481.63,7491.19,5083819
2017-08-11,7472.34,7472.34,7434.08,7450.85,4752881
2017-08-14,7480.58,7500.32,7446.82,7446.82,3206365
2017-08-16,7446.33,7460,7388.9,7388.9,4324439
2017-08-17,7388.45,7391.5,7301.17,7307.91,2937317
2017-08-18,7293.92,7293.92,7228.19,7268,3251656
2017-08-21,7268.15,7332.05,7232.39,7332.05,3045422
2017-08-22,7351.7,7352.75,7299.49,7328.37,5233255
2017-08-23,7345.26,7371.39,7277.8,7322.33,5673270
2017-08-24,7323.33,7485.99,7306.09,7485.99,5288288
2017-08-25,7514.31,7521.98,7443.85,7490.77,3543238
2017-08-28,7523.26,7638.11,7470.6,7633.73,5352706
2017-08-29,7605.7,7617.31,7478.84,7517.31,4583470
2017-08-30,7587.82,7696.86,7564.75,7636.61,7498060
2017-08-31,7644.46,7669.27,7553.18,7609.01,8579296
2017-09-01,7593.02,7626.14,7555.76,7604.54,4357971
2017-09-04,7537.65,7611.23,7537.65,7585.8,2877977
2017-09-05,7609.96,7668.1,7556.7,7579.67,3906578
2017-09-06,7559.41,7602.33,7530.52,7545.54,4230992
2017-09-07,7551.39,7598.31,7440.68,7468.17,4654966
2017-09-08,7449.77,7517.72,7438.95,7459.72,9461906
2017-09-11,7469.18,7503.23,7454.07,7464.78,8550591
2017-09-12,7488.06,7564.22,7386.98,7417.9,9912130
2017-09-13,7428.68,7462.58,7397.57,7409.82,7512198
2017-09-14,7415.83,7455.79,7409.06,7434.63,5934419
2017-09-15,7443.51,7467.18,7388.32,7405.57,13140433
2017-09-18,7467.44,7501.12,7425.78,7455.6,6005426
2017-09-19,7473.84,7535.84,7465.08,7512.4,8174882
2017-09-20,7532.85,7546.66,7405.62,7460.08,5525262
2017-09-21,7469.1,7519.52,7452.01,7487.27,8019473
2017-09-22,7473.57,7531.87,7460.83,7508.57,5219967
2017-09-25,7500.39,7512.31,7438.4,7438.4,4964239
2017-09-26,7442.42,7454.35,7359.93,7381.26,3554751
2017-09-27,7395.06,7423.59,7347.7,7349.29,5062693
2017-09-28,7373.2,7402.37,7358.07,7376.98,4128219
2017-09-29,7390.84,7471.94,7387.56,7450.51,9906802
2017-10-02,7486.48,7493.66,7393.63,7425.48,7483269
2017-10-03,7432.73,7455.92,7398.47,7398.47,6047548
2017-10-04,7421.75,7446.42,7375.06,7383.79,6822558
2017-10-05,7384.19,7425.84,7354.21,7402.66,6345135
2017-10-06,7402.33,7413.76,7352.11,7373.23,11925868
2017-10-09,7381.76,7441.12,7375.91,7441.12,3464611
2017-10-10,7500.79,7560.83,7489.25,7560.83,16187703
2017-10-11,7555.42,7655.07,7549.73,7633.78,20619141
2017-10-12,7653.77,7694.9,7631.25,7682.45,25578757
2017-10-13,7666.32,7716.26,7639.49,7660.64,8617253
2017-10-16,7689.14,7726.93,7639.39,7639.39,7149298
2017-10-17,7632.53,7668.9,7601.6,7601.6,7651170
2017-10-18,7610.01,7634.65,7560.62,7560.62,4873305
2017-10-19,7590.14,7636.83,7546.38,7635.08,7681207
2017-10-20,7639.22,7644.53,7573.19,7597.28,5433897
2017-10-23,7598.57,7608.64,7554.3,7554.3,7839815
2017-10-24,7528.52,7542.37,7369.83,7369.83,10141673
2017-10-25,7360.42,7436.33,7360.42,7412.98,8073556
2017-10-26,7408.15,7437.99,7369.99,7409.02,5410978
2017-10-27,7422.54,7499.27,7410.71,7472.77,9584635
2017-10-30,7498.01,7673.11,7498.01,7672.35,13952948
2017-10-31,7664.99,7727.27,7632.64,7727.27,9321364
2017-11-02,7747.62,7747.62,7600.97,7612.95,7373078
2017-11-03,7616.98,7676.16,7609.76,7641.66,5739405
2017-11-06,7661.2,7806.47,7649.97,7796.03,6603875
2017-11-07,7839.69,8045.73,7835.95,7984.59,15963029
2017-11-08,8029.09,8029.35,7939.84,7939.84,8118765
2017-11-09,7933.88,7960.68,7790.04,7862.09,8271817
2017-11-10,7831.84,7848.37,7758.24,7778.04,5412364
2017-11-13,7806.15,7946.21,7806.15,7904.21,4911348
2017-11-14,7941.34,7954.96,7869.23,7916.39,7821772
2017-11-15,7893.85,7898.11,7821.53,7821.53,4830337
2017-11-16,7860.96,7949.68,7847.63,7914.93,8436576
2017-11-17,7921.13,8018.88,7921.13,8006.72,8210904
2017-11-20,7986.29,8093.31,7985.01,8088.41,5705879
2017-11-21,8082.44,8182.48,8068.23,8156.83,8028474
2017-11-22,8149.27,8205.29,8140.92,8202.14,4601893
2017-11-23,8153.12,8288.21,8142.52,8268.2,4462131
2017-11-24,8261.72,8280.07,8185.02,8206.55,8095533
2017-11-27,8202.43,8281.6,8180.11,8281.6,6006766
2017-11-28,8250.03,8324.32,8242.43,8287.39,7493510
2017-11-29,8325.29,8349.45,8157.26,8157.26,12996789
2017-11-30,8152.87,8286.52,8142.06,8142.06,8526184
2017-12-01,8174.3,8192.4,8036.36,8095.58,4751179
2017-12-04,8108.43,8169.14,8034.96,8126.94,3783398
2017-12-05,8126.12,8178.41,8111.74,8113.33,3286429
2017-12-06,8040.22,8061.67,7959.37,7971.67,6380105
2017-12-07,7980.28,8031.32,7901.4,7988.13,4422269
2017-12-08,8041.45,8136.05,8028.94,8117.45,4610938
2017-12-11,8123.19,8128.78,8070.23,8100.04,3319233
2017-12-12,8096.66,8196.53,8084.35,8196.53,6555036
2017-12-13,8184.76,8204.57,8134.03,8204.57,8804598
2017-12-14,8205.67,8345.99,8202.57,8345.99,6618625
2017-12-15,8305.02,8315.93,8241.64,8304.26,13914855
2017-12-18,8303.18,8390.35,8298.12,8386.31,4459687
2017-12-19,8394.43,8428.34,8353.65,8382.41,7882504
2017-12-20,8381.98,8448.06,8361.86,8448.06,7765878
2017-12-21,8421.71,8426.06,8380.19,8426.06,5250768
2017-12-22,8422.47,8435.65,8355.31,8355.31,4398269
2017-12-27,8343.07,8500.3,8343.07,8500.3,4965046
2017-12-28,8487.7,8542.2,8446.24,8542.2,7292160
2017-12-29,8523.93,8547.02,8435.75,8481.97,4063880
2018-01-03,8478.58,8491.95,8369.63,8477.53,5869073
2018-01-04,8520.54,8692.27,8520.54,8692.27,13889743
2018-01-05,8683.19,8696.3,8630.61,8665.08,10100986
2018-01-08,8685.08,8756.92,8685.08,8750.24,7189303
2018-01-09,8755.29,8760.86,8644.31,8664.98,7614879
2018-01-10,8659.15,8659.15,8577.86,8615.69,6393891
2018-01-11,8605.18,8719.84,8591.35,8719.84,8730214
2018-01-12,8743.26,8743.83,8673.46,8719.6,5647654
2018-01-15,8700.11,8729.93,8637.11,8724.31,4805648
2018-01-16,8730.81,8929.7,8698.81,8902,8803427
2018-01-17,8890.14,9008.15,8878.91,8973.82,6812016
2018-01-18,9007.27,9030.53,8964.97,8976.62,5009492
2018-01-19,8999.55,9045.2,8984.48,8996.57,4571530
2018-01-22,9028.66,9044.27,8962.88,9019.43,4998998
2018-01-23,9060.26,9154.28,9060.26,9123.18,6358073
2018-01-24,9125.26,9205.47,9091.21,9205.47,4206326
2018-01-25,9189.38,9201.4,9078.48,9086.08,5848706
2018-01-26,9120.8,9129.16,9008.66,9038.54,3492237
2018-01-29,9065.08,9070.7,8961.71,8987.07,11569575
2018-01-30,8957.42,8959.96,8869.88,8904.75,6159136
2018-01-31,8917.59,9004.16,8915.44,8920.77,7002736
2018-02-01,8958.61,9020.2,8827.39,8873.04,9551753
2018-02-02,8866.24,8887.99,8782.94,8824.13,3838282
2018-02-05,8725.98,8831.34,8725.98,8792.39,6061093
2018-02-06,8533.9,8602.35,8452.37,8482.47,12204337
2018-02-07,8522.78,8598.54,8506.09,8589.04,8752530
2018-02-08,8584.04,8603.52,8434.18,8434.18,8810092
2018-02-09,8353.11,8441.6,8339.02,8379.63,7178636
2018-02-12,8457.57,8575.79,8447.14,8493.89,3856604
2018-02-13,8537.29,8553.92,8490.97,8503.93,4107093
2018-02-14,8531.5,8549.92,8432.09,8521.29,4464867
2018-02-15,8574.34,8628.75,8477.98,8477.98,4300380
2018-02-16,8504.29,8504.29,8304.75,8329.73,5240455
2018-02-19,8360.09,8425.43,8360.09,8412.73,5876770
2018-02-20,8378.88,8419.07,8345.37,8407.74,1941007
2018-02-21,8397.21,8416.31,8368.39,8389.66,4431077
2018-02-22,8344.96,8523.15,8318.89,8523.15,7539138
2018-02-23,8535.27,8551.23,8430.77,8480.11,4075134
2018-02-26,8527.71,8545.92,8389.01,8421.94,4816747
2018-02-27,8460.57,8543.45,8438.66,8500.18,5379084
2018-02-28,8438.84,8475.69,8341.56,8341.56,7098307
2018-03-01,8310.84,8324.24,8144.21,8205.08,6226401
2018-03-02,8138.61,8202.2,8092.27,8135.83,5709941
2018-03-05,8098.2,8280.25,8090.46,8280.25,4772184
2018-03-06,8350.66,8350.66,8247.15,8265.7,5074039
2018-03-07,8185.5,8327.41,8173.34,8317.74,4253856
2018-03-08,8320.03,8320.03,7994.89,8003.08,7610396
2018-03-09,7996.74,8106.08,7846.86,8094.78,8742438
2018-03-12,8147.64,8198.59,8111.82,8198.59,5148140
2018-03-13,8194.65,8211.69,8096.84,8113.31,4869035
2018-03-14,8104.79,8131.26,8014.31,8128.16,5290840
2018-03-15,8135.56,8153.81,7945.82,7970.26,4290945
2018-03-16,7983.7,7983.7,7867.53,7904.72,11561540
2018-03-19,7878.18,7901.75,7800.57,7833.94,2791959
2018-03-20,7841.32,8003.46,7823.79,7991.6,5761753
2018-03-21,7998.52,8154.47,7965.91,8154.47,6745753
2018-03-22,8113.85,8202.03,7951.45,7985.99,6444913
2018-03-23,7893.71,7973.84,7861.76,7937.29,4285012
2018-03-26,7957.85,7988.99,7867.95,7876.87,3570991
2018-03-27,7997.38,8028.97,7875.39,7875.39,3677689
2018-03-28,7847.55,7864.46,7745.85,7768.81,5773173
2018-03-29,7834.79,7895.67,7800.46,7841.44,3555181
2018-04-03,7830.65,7917.98,7825.03,7873.99,4338828
2018-04-04,7854.38,7859.6,7708.34,7723.64,4297637
2018-04-05,7800.25,7818.93,7750.81,7783.78,2340667
2018-04-06,7768.24,7768.24,7662.2,7723.12,3108805
2018-04-09,7759.48,7845.26,7727.11,7815.27,5897500
2018-04-10,7858.27,7887.3,7785.84,7880.26,7341345
2018-04-11,7857.77,7969,7840.09,7901.4,4720612
2018-04-12,7885.22,8015.44,7871.92,7998.28,5753618
2018-04-13,8018.1,8020,7942.13,7961.94,4398288
2018-04-16,7949.25,7960.2,7891.11,7912.7,1940973
2018-04-17,7951.71,7983.28,7916.12,7983.28,6825696
2018-04-18,7979.94,8022.6,7903.49,7974.2,5116752
2018-04-19,7971.49,8070.41,7954.25,7980.05,6339262
2018-04-20,7959.24,7997.85,7911.49,7911.49,4334388
2018-04-23,7882.61,7958.25,7868.32,7903.13,5549384
2018-04-24,7956.62,7994.74,7844.81,7844.81,6004206
2018-04-25,7853.63,7870.31,7798.13,7817.59,10368600
2018-04-26,7808.65,7916.54,7808.65,7911.94,6627983
2018-04-27,7913.62,7925.68,7854.54,7882.13,7433265
2018-04-30,7879.69,7937.13,7879.69,7899.2,4689588
2018-05-02,7900.28,7938.54,7864.62,7912.43,3852486
2018-05-04,7865.27,7892.98,7705.23,7726.94,4108589
2018-05-07,7755.27,7766.44,7657.19,7657.19,2642758
2018-05-08,7678.22,7772.71,7644.02,7752.05,6172534
2018-05-09,7753.58,7890.61,7751.13,7870.86,6037200
2018-05-10,7920.58,7973.46,7870.22,7934.75,5289196
2018-05-11,7931.85,8067.23,7907.61,8067.23,5362905
2018-05-14,8066.48,8096.35,8008.58,8060.89,4286350
2018-05-15,8041.95,8051.08,7894.8,7928.5,4038629
2018-05-16,7891.56,7916.55,7838.49,7909.46,4842610
2018-05-17,7869.61,7915.63,7758.88,7769.06,4753414
2018-05-18,7753.78,7803.53,7727.27,7728.76,5792135
2018-05-21,7738.95,7827.73,7726.73,7806.15,5122819
2018-05-22,7820.56,7825.25,7744.03,7781.73,5941986
2018-05-23,7751.58,7751.58,7631.1,7664.41,6103150
2018-05-24,7684.97,7743.19,7580.95,7580.95,8849780
2018-05-25,7589.01,7642.09,7580.54,7618.49,7479781
2018-05-28,7607.09,7697.32,7545.53,7595.11,3343871
2018-05-29,7562.87,7562.87,7417.26,7554.73,5943793
2018-05-30,7494.32,7499.15,7366.98,7378.34,20610183
2018-06-01,7389.17,7535.67,7367.93,7534.92,5883979
2018-06-04,7568.27,7630.66,7546.19,7566.45,5005736
2018-06-05,7547.22,7727.61,7509.77,7714.96,5805324
2018-06-06,7715.43,7715.43,7620.58,7663.64,4309047
2018-06-07,7686.39,7777.88,7664.83,7776.74,3133479
2018-06-08,7721.27,7742.08,7690.21,7700.02,3876298
2018-06-11,7689.24,7771.57,7685.36,7734.96,2878699
2018-06-12,7751.83,7781.91,7712.61,7756.77,3378305
2018-06-13,7745.95,7756.97,7713.93,7740.77,6194595
2018-06-14,7721.82,7731.76,7679.63,7690.25,5243211
2018-06-15,7690.2,7712.73,7490.95,7490.95,13280591
2018-06-18,7483.6,7493.42,7301.46,7301.46,3073837
2018-06-19,7188.75,7249.34,7181.72,7241.86,5444717
2018-06-20,7276.48,7483.55,7270.4,7432.46,5592172
2018-06-21,7402.57,7437.32,7245.65,7306.18,4196372
2018-06-22,7335.21,7394.07,7325.57,7358.92,3973117
2018-06-25,7299,7402.67,7296.25,7328.44,3872972
2018-06-26,7352.47,7375.79,7306.59,7311.8,5345193
2018-06-27,7292.56,7319.03,7262.87,7283.1,3752160
2018-06-28,7231.4,7247.4,7114.25,7115.25,4020539
2018-06-29,7151.19,7219.4,7139.35,7219.4,4742135
2018-07-02,7148.52,7204.68,7079.09,7185.58,3086512
2018-07-03,7193.14,7331.52,7181.13,7316.23,3599023
2018-07-04,7316.78,7404.73,7310.58,7404.73,3717094
2018-07-05,7374.41,7432.21,7349.64,7359.28,3485583
2018-07-06,7356.29,7373.29,7322.45,7332.15,3931635
2018-07-09,7391.22,7391.22,7273.18,7288.01,3353828
2018-07-10,7294.12,7418.72,7256.32,7399.36,3619358
2018-07-11,7347.05,7384.83,7318.28,7349.79,4340260
2018-07-12,7371.33,7434.56,7345.18,7411.89,4626133
2018-07-13,7447.89,7447.89,7289.82,7324.61,3299627
2018-07-16,7308.79,7334.81,7221.66,7222.26,2176495
2018-07-17,7251.85,7268.65,7136.35,7191.58,4320376
2018-07-18,7223.95,7247.11,7115.39,7141.72,7538036
2018-07-19,7118.02,7218.32,7102.94,7207.44,4281007
2018-07-20,7191.8,7320.66,7191.8,7320.66,4800976
2018-07-23,7341.47,7452.07,7341.47,7420.05,3830826
2018-07-24,7430.22,7661.98,7430.22,7661.98,4449195
2018-07-25,7664.6,7700.17,7623.52,7674.96,3478930
2018-07-26,7673.04,7820.62,7673.04,7800.55,4846250
2018-07-27,7819.21,7819.21,7718.72,7730,4161990
2018-07-30,7700.44,7895.59,7697.66,7878.78,4610900
2018-07-31,7796.97,7968.05,7796.97,7921.94,5116363
2018-08-01,7939.5,7957.38,7845.06,7957.38,5047208
2018-08-02,7924.03,7949.72,7833.81,7866.75,3739447
2018-08-03,7874.02,7895.64,7797.22,7844.54,3069468
2018-08-06,7855.56,7889.54,7779.35,7889.54,2686216
2018-08-07,7864.82,7908.11,7847.8,7898.54,6897845
2018-08-08,8035.93,8039.57,7896.8,7912.32,10774737
2018-08-09,7900.15,7964.02,7858.95,7964.02,6254277
2018-08-10,7859.33,7888.05,7694.96,7694.96,4010332
2018-08-13,7673.42,7729.28,7634.03,7696.58,4715765
2018-08-14,7728.61,7766.3,7603.75,7644.66,3349162
2018-08-16,7612.3,7692.69,7571.82,7676.51,5031536
2018-08-17,7659.01,7659.01,7526.33,7526.33,3355602
2018-08-20,7561.71,7644.71,7561.71,7590.53,16164883
2018-08-21,7608.93,7818.56,7596.5,7792.58,14595149
2018-08-22,7770.99,7912.78,7761.79,7856.6,9305671
2018-08-23,7814.54,8031.91,7814.54,8001.62,14150565
2018-08-24,7976.69,8013.36,7937.6,7937.6,6804550
2018-08-27,7964.72,8135.8,7964.72,8118.29,6877910
2018-08-28,8112.09,8197.65,8054.65,8136.4,10147829
2018-08-29,8120.94,8165.42,8042.07,8051.05,15795096
2018-08-30,8055.51,8077.76,7993.21,7998.2,21689020
2018-08-31,7990.17,8006.51,7931.14,7934.25,18430878
2018-09-03,7928.07,8034.92,7928.07,8007.77,14174537
2018-09-04,8016.22,8067.92,7831.66,7889.02,15541824
2018-09-05,7879.92,7915.85,7779.86,7787.06,27270542
2018-09-06,7777.45,7864.35,7768.21,7796.51,33794366
2018-09-07,7801.95,7831.23,7603.35,7626.39,32174148
2018-09-10,7632.08,7767.47,7626.02,7767.47,15629651
2018-09-11,7793.43,7793.43,7623.02,7636.29,27983663
2018-09-12,7647.68,7678.15,7400.05,7400.05,21625256
2018-09-13,7457.66,7587.12,7454.99,7531.06,17002254
2018-09-14,7581.95,7618.66,7518.46,7618.66,36065173
2018-09-17,7596.58,7596.58,7468.26,7477.13,28842791
2018-09-18,7488.73,7608.88,7488.73,7541,15907014
2018-09-19,7600.93,7740.28,7569.68,7721.73,12749261
2018-09-20,7703.79,7828.61,7703.79,7793.28,12794061
2018-09-21,7847.33,7854.42,7711.42,7711.42,68498401
2018-09-24,7724.87,7771.28,7681.26,7728.49,24012424
2018-09-25,7744.61,7887.14,7744.29,7859.6,30624167
2018-09-26,7860.28,7929.79,7834.49,7929.79,9429095
2018-09-27,7897.96,7925.1,7826.63,7925.1,12915231
2018-09-28,7877.11,7923.15,7772.62,7876.32,12958504
2018-10-01,7889.86,7954.33,7808.49,7814.39,4889105
2018-10-02,7765.67,7798.52,7708.39,7796.58,3670547
2018-10-03,7834.06,7888.89,7791.69,7828.86,4740205
2018-10-04,7771.1,7830.79,7705.92,7764.48,5963108
2018-10-05,7751.93,7783.8,7664.12,7664.12,5568678
2018-10-08,7649.18,7669.49,7579.75,7579.75,3281924
2018-10-09,7583.61,7674.82,7544.02,7642.81,2361845
2018-10-10,7672.88,7678.07,7461.66,7477.23,5326757
2018-10-11,7347.42,7443.33,7338.91,7366.46,9308740
2018-10-12,7418.01,7435.03,7371.14,7371.95,5438634
2018-10-15,7363.79,7367.54,7290.19,7300.19,7198063
2018-10-16,7332.64,7455.13,7314.18,7455.13,12116389
2018-10-17,7497.24,7535.45,7381.96,7434.75,7730555
2018-10-18,7427.61,7475.01,7404.68,7437.17,12432679
2018-10-19,7443.81,7485.13,7359.71,7476.41,7811951
2018-10-22,7503.45,7524.04,7366.62,7384.28,3836704
2018-10-23,7321.73,7367.04,7301.23,7304.14,4971931
2018-10-24,7299.92,7355.74,7253.88,7293.43,4333746
2018-10-25,7255,7357.82,7205.85,7357.82,5753043
2018-10-26,7326.34,7331.61,7165.4,7165.4,5171579
2018-10-29,7195.83,7276.72,7178.12,7214.97,4108357
2018-10-30,7222.96,7249.33,7176.48,7236.84,4322983
2018-10-31,7282.84,7328.36,7262.39,7314.54,7306744
2018-11-02,7407.63,7468.02,7407.63,7440.51,5237065
2018-11-05,7452.12,7564.47,7440.93,7556.81,5534324
2018-11-06,7582.19,7605.04,7512.9,7592.57,6988552
2018-11-07,7611.53,7803.53,7608.78,7766.68,10014038
2018-11-08,7784.23,7840.11,7755.43,7825.65,5808307
2018-11-09,7770.63,7777.5,7666.56,7692.19,5961640
2018-11-13,7664.37,7714.81,7632.53,7640.56,8375699
2018-11-14,7624.55,7681.07,7547.92,7630.45,45071827
2018-11-15,7627.06,7695.43,7455.84,7455.84,23122054
2018-11-16,7487.85,7502.95,7040.86,7161.54,29315716
2018-11-19,7188.52,7303.76,7090.28,7303.76,28791255
2018-11-20,7248.29,7345.99,7193.44,7250.52,51708026
2018-11-21,7287.38,7387.22,7259.41,7362.25,70114781
2018-11-22,7383.95,7429.04,7338.15,7374.66,44924078
2018-11-23,7355.39,7398.62,7353.18,7397.3,54785580
2018-11-26,7432.99,7472.45,7334.63,7370.23,23929316
2018-11-27,7375.78,7419.83,7335.3,7419.83,34681732
2018-11-28,7442.41,7562.31,7438.54,7541.71,24187058
2018-11-29,7577.23,7679.93,7563.74,7679.93,13316869
2018-11-30,7648.22,7648.22,7486.92,7579.43,22511308
2018-12-03,7680.82,7728.8,7649.23,7728.23,7680175
2018-12-04,7706.69,7792.87,7669.3,7792.87,13260861
2018-12-05,7674.55,7807.38,7641.19,7801.93,12850645
2018-12-06,7729.55,7744.09,7549.95,7549.95,13137225
2018-12-07,7612.81,7647.23,7466.25,7475.45,8415469
2018-12-10,7443.36,7497.46,7379.72,7379.83,9765368
2018-12-11,7443.07,7470.17,7244.17,7244.17,7704093
2018-12-12,7298.89,7496.17,7290.34,7494,9477172
2018-12-13,7515.87,7587.79,7438.48,7583.37,25353316
2018-12-14,7508.19,7599.11,7497.73,7588.53,41542002
2018-12-17,7559.9,7616.8,7559.65,7598.18,11720664
2018-12-18,7531.81,7770.93,7531.81,7770.93,39460882
2018-12-19,7757.76,7776.13,7712.73,7776.13,34286365
2018-12-20,7709.76,7714.51,7579.63,7637.17,13670135
2018-12-21,7623.3,7623.3,7408.84,7480.56,25081535
2018-12-27,7544.61,7565.63,7417.79,7424.16,12068633
2018-12-28,7464.05,7516.16,7433.43,7453.65,5721350
2019-01-02,7415.39,7621.56,7385.8,7621.56,2451898
2019-01-03,7563.35,7568.06,7439.3,7452.59,5251572
2019-01-04,7498.61,7607.31,7489.14,7573.98,3948987
2019-01-07,7632.83,7694.87,7623.64,7694.87,4967014
2019-01-08,7683.73,7708.5,7624.32,7694.06,5665724
2019-01-09,7696.59,7725.76,7644.4,7690.79,6082411
2019-01-10,7641.39,7641.39,7581.39,7622.32,6374457
2019-01-11,7656.23,7684.04,7583.91,7631.68,7000376
2019-01-14,7588.77,7644.03,7580.28,7634.15,3579394
2019-01-15,7678.19,7705.32,7624.08,7695.69,5462014
2019-01-16,7711.88,7732.84,7679.52,7728.73,4875839
2019-01-17,7722.81,7788.78,7704.89,7719.15,6797489
2019-01-18,7766.35,7793.89,7723.94,7784.46,11705299
2019-01-21,7783.19,7789.32,7733.11,7762.9,2221637
2019-01-22,7678.76,7769.02,7678.76,7703.18,5587283
2019-01-23,7696.23,7863.93,7679.27,7819.91,7977732
2019-01-24,7856.23,7912.37,7809.21,7873.21,4760704
2019-01-25,7898.93,7902.4,7735.78,7735.78,6703062
2019-01-28,7739.33,7749.16,7610.6,7688.85,9891103
2019-01-29,7688.97,7721.74,7654.32,7683.73,7316859
2019-01-30,7679.61,7679.71,7523.94,7528.3,7075908
2019-01-31,7601.15,7646.52,7535.59,7622.93,5846840
2019-02-01,7644.79,7691.45,7614.04,7691.45,3760606
2019-02-04,7680.83,7726.8,7632.59,7656.29,4623789
2019-02-05,7676.81,7756.45,7667.16,7756.45,4170193
2019-02-06,7751.71,7833.23,7729.86,7813.45,5118098
2019-02-07,7786.11,7800.41,7676.29,7676.29,5566991
2019-02-08,7660.4,7672.88,7612.92,7649.42,5635905
2019-02-11,7649.77,7715.47,7649.77,7651.3,8074344
2019-02-12,7682.89,7741.18,7669.49,7737.17,8150940
2019-02-13,7754.72,7763.28,7636.01,7671.6,4935565
2019-02-14,7694.14,7694.14,7549.64,7554.17,3788870
2019-02-15,7535.14,7690.1,7535.14,7658.94,4050508
2019-02-18,7671.25,7688.87,7614.32,7638.01,3701221
2019-02-19,7634.74,7667.22,7595.55,7626.34,6292197
2019-02-20,7677.95,7745.99,7661.69,7739.03,6759178
2019-02-21,7729.16,7776.84,7641.33,7655.38,4935452
2019-02-22,7678.56,7740.36,7657.23,7689.54,3553189
2019-02-25,7721.81,7771.02,7642.91,7737.33,3959386
2019-02-26,7724.65,7728.48,7679.61,7689.6,4422141
2019-02-27,7711.45,7719.67,7604.79,7607.87,3302599
2019-02-28,7610.98,7636.8,7558.37,7558.37,7352286
2019-03-01,7618.47,7643.27,7565.38,7610.44,5994580
2019-03-04,7677.77,7696.31,7630.72,7646.14,4381698
2019-03-05,7647.24,7680.76,7578.88,7589.27,2982777
2019-03-06,7625.58,7641.95,7588.52,7608.3,3943257
2019-03-07,7611.79,7659.75,7557.37,7563.43,3682621
2019-03-08,7526.93,7558.63,7491.47,7520.61,2444915
2019-03-11,7529.8,7554.87,7509.15,7519.64,3118375
2019-03-12,7580.05,7581.98,7549.8,7572.03,2647676
2019-03-13,7556.11,7610.51,7539.27,7606.61,2720388
2019-03-14,7612.37,7654.82,7596.41,7654.82,2046595
2019-03-15,7653.64,7801.22,7647.54,7751.03,11233841
2019-03-18,7732.88,7767.28,7702.5,7705.72,10233215
2019-03-19,7717.37,7779.33,7709.11,7747.69,15427169
2019-03-20,7729.29,7834.9,7729.29,7834.9,4959086
2019-03-21,7827.41,7828.72,7792.06,7822.69,6581197
2019-03-22,7814.85,7819.24,7670.09,7670.09,4643886
2019-03-25,7642.49,7681.71,7613.88,7666.37,4609412
2019-03-26,7662.72,7716.99,7646.51,7710.28,2936124
2019-03-27,7722.79,7722.79,7635.24,7636.62,5021725
2019-03-28,7633.09,7670.52,7600.57,7600.57,4432374
2019-03-29,7640.27,7646.43,7565.84,7586.29,4064721
2019-04-01,7631.85,7676.51,7614.62,7621.43,3740097
2019-04-02,7636.66,7740.83,7636.66,7681.8,3662868
2019-04-03,7732.01,7795.79,7715.18,7795.79,3580003
2019-04-04,7758.41,7870.57,7752.08,7860.72,6113044
2019-04-05,7911.72,7911.72,7753.72,7757.35,3926957
2019-04-08,7752.58,7772.37,7725.47,7758.89,3306023
2019-04-09,7775.93,7816.1,7729.09,7786.7,4474781
2019-04-10,7788.4,7841.36,7762.97,7827,4670815
2019-04-11,7834.35,7851.35,7786.9,7793.8,3335543
2019-04-12,7817.57,7832.57,7763.23,7768.26,3272518
2019-04-15,7752.38,7814.17,7739.59,7756.01,3259408
2019-04-16,7775.84,7834.98,7769.29,7834.98,4604517
2019-04-17,7829.03,7893.72,7828.18,7859.6,5097924
2019-04-18,7847.97,7860.1,7817.53,7847.31,4104783
2019-04-23,7838.09,7880.9,7810.7,7880.9,3588025
2019-04-24,7865.16,7875.62,7829.32,7873.64,6191192
2019-04-25,7869.11,7872.42,7773.01,7803.09,4953216
2019-04-26,7792.21,7892.96,7792.21,7892.96,3726967
2019-04-29,7914.63,7947.46,7893.12,7927.72,3341629
2019-04-30,7857.83,7877.88,7711.85,7776.5,9282245
