Data,Otwarcie,Najwyzszy,Najnizszy,Zamkniecie,Wolumen
2013-09-09,7071.89,7167.82,7071.89,7167.82,7047866
2013-09-10,7281.4,7319.57,7281.4,7319.57,11397555
2013-09-11,7283.03,7383.43,7283.03,7383.43,4679588
2013-09-12,7401.31,7491.58,7401.31,7491.58,5763898
2013-09-13,7416.3,7436.62,7396.99,7396.99,4450278
2013-09-16,7460.95,7460.95,7350.5,7350.5,5742084
2013-09-17,7405.21,7442.52,7405.21,7442.52,5460981
2013-09-18,7444.44,7447.45,7426.82,7447.45,5183148
2013-09-19,7609.02,7609.02,7550.38,7592.68,9976037
2013-09-20,7519.13,7519.13,7503.2,7503.2,7243358
2013-09-23,7543.89,7543.89,7425.07,7473.22,3646980
2013-09-24,7506.24,7506.24,7459.1,7459.1,4945105
2013-09-25,7513.98,7591.3,7513.98,7591.3,5549751
2013-09-26,7720.52,7795.2,7720.52,7795.2,5973452
2013-09-27,7838.16,7838.16,7783.75,7783.75,5959560
2013-09-30,7700.22,7719.81,7692.6,7692.6,5652716
2013-10-01,7658.41,7773.53,7658.41,7773.53,4376071
2013-10-02,7754.63,7824.34,7754.63,7824.34,5301123
2013-10-03,7865.27,7899.89,7865.27,7871.09,8064851
2013-10-04,7848.11,7848.11,7792.42,7792.42,3966171
2013-10-07,7726.62,7742.09,7721.27,7742.09,3609747
2013-10-08,7696.53,7743.54,7696.53,7719.92,3877940
2013-10-09,7700.07,7784.61,7700.07,7784.61,2990430
2013-10-10,7936.63,8093.08,7936.63,8093.08,10907116
2013-10-11,8161.4,8218.65,8161.4,8206.57,7682654
2013-10-14,8219.36,8293.73,8219.36,8293.73,3947425
2013-10-15,8414.05,8426.65,8278.53,8278.53,8504907
2013-10-16,8317.07,8343.58,8316.68,8316.68,6980892
2013-10-17,8305.11,8305.11,8224.51,8224.51,4978011
2013-10-18,8152.93,8171.55,8111.79,8171.55,28807771
2013-10-21,8353.49,8421.58,8353.49,8421.58,10211814
2013-10-22,8367.56,8367.56,8324.12,8324.12,5907393
2013-10-23,8282.8,8282.8,8228.03,8228.03,4486373
2013-10-24,8330.45,8334.63,8324.79,8334.63,5969357
2013-10-25,8343.71,8371.42,8342.6,8342.6,8652870
2013-10-28,8469.07,8469.07,8437.32,8437.32,4446615
2013-10-29,8557.24,8557.24,8489.31,8489.31,5577455
2013-10-30,8534.22,8534.22,8375.95,8375.95,8758671
2013-10-31,8364.57,8364.57,8326.91,8327.62,3710789
2013-11-04,8338.49,8363.98,8338.49,8356.61,3606238
2013-11-05,8402.54,8402.54,8263.97,8263.97,6711983
2013-11-06,8307.29,8350.39,8307.29,8345.41,7276408
2013-11-07,8345.05,8380.62,8290.57,8290.57,3760255
2013-11-08,8214.19,8214.19,8195.28,8200.16,5014636
2013-11-12,8246.58,8246.58,8217.99,8217.99,5167587
2013-11-13,8144.47,8144.47,8060.25,8060.25,5974694
2013-11-14,8204.08,8204.08,8158.37,8199.63,4921070
2013-11-15,8272.47,8348.48,8272.47,8326.55,4603742
2013-11-18,8353.79,8527.63,8353.79,8527.63,7137944
2013-11-19,8486.72,8488.39,8432.74,8432.74,3854884
2013-11-20,8357.15,8405.52,8357.15,8405.52,6361161
2013-11-21,8397.15,8412.34,8397.15,8401.74,3955861
2013-11-22,8430.51,8460.83,8430.51,8460.83,6653239
2013-11-25,8539.19,8544.22,8531.8,8531.8,8084404
2013-11-26,8441.43,8441.43,8427.29,8427.29,7182672
2013-11-27,8423.17,8510.5,8423.17,8510.5,3655023
2013-11-28,8479.85,8479.85,8431.41,8458.84,3646073
2013-11-29,8485.22,8485.22,8455.78,8455.78,4428337
2013-12-02,8436.3,8436.3,8285.52,8285.52,3445522
2013-12-03,8248.48,8248.48,8189.79,8189.79,6787060
2013-12-04,8195.96,8195.96,8108.81,8117.93,8901161
2013-12-05,8104.06,8104.06,8065.04,8082.46,8173470
2013-12-06,8146.45,8171.58,8146.45,8171.58,8868866
2013-12-09,8276.17,8276.17,8201.21,8201.21,3767951
2013-12-10,8206.15,8206.15,8081.42,8131.46,6374539
2013-12-11,8234.89,8237.63,8214.04,8214.04,5774971
2013-12-12,8138.38,8154.88,8136.43,8136.43,5636094
2013-12-13,8095.09,8095.09,8019.82,8019.82,4861614
2013-12-16,8003.05,8021.24,8003.05,8017.46,5132978
2013-12-17,8015.47,8015.47,7911.64,7911.64,4686382
2013-12-18,8009.74,8009.74,7959.06,7959.06,6856659
2013-12-19,8050.47,8050.47,7941.62,7941.62,7496571
2013-12-20,7988.09,8029.81,7967.41,8029.81,13021659
2013-12-23,8065.44,8080.84,8047.8,8047.8,2938260
2013-12-27,8050.19,8053.7,8014.87,8014.87,4069767
2013-12-30,7999.8,8014.15,7996.47,8014.15,4971230
2014-01-02,8059.56,8059.56,8052.27,8052.27,3279116
2014-01-03,8026.35,8026.35,7949.61,7949.61,2844931
2014-01-07,7788.72,7788.72,7779.88,7779.88,5839883
2014-01-08,7803.62,7874.28,7803.62,7874.28,7054855
2014-01-09,7852.78,7881.02,7752.44,7752.44,8649830
2014-01-10,7761.97,7833.79,7743.55,7833.79,18386015
2014-01-13,7941.73,7942.32,7937.71,7937.71,4870944
2014-01-14,7968.05,8075.77,7968.05,8030.53,7320999
2014-01-15,8147.8,8220.25,8147.8,8220.25,6214259
2014-01-16,8206.76,8231.9,8202.34,8202.34,7160166
2014-01-17,8196.6,8196.6,8115.97,8115.97,7731404
2014-01-20,8124.36,8171.82,8124.36,8171.82,3471802
2014-01-21,8286.85,8317.87,8286.85,8316.93,7133313
2014-01-22,8403.29,8446.76,8367.77,8446.76,13574662
2014-01-23,8500.71,8526.14,8431.09,8431.09,18526909
2014-01-24,8390.7,8390.7,8230.17,8230.17,7359185
2014-01-27,8108.16,8144.51,8075.39,8075.39,10353462
2014-01-28,8129.89,8178.64,8125.89,8178.64,9853335
2014-01-29,8258.06,8258.06,8092.92,8126.19,11146744
2014-01-30,8056.77,8231.24,8056.77,8231.24,8314751
2014-01-31,8252.59,8327.41,8252.59,8327.41,21579527
2014-02-03,8324.04,8387.13,8307.06,8307.06,7723729
2014-02-04,8256.72,8307.41,8256.72,8275.79,9642846
2014-02-05,8342.3,8389.63,8342.3,8357.11,12650027
2014-02-06,8551.15,8588.84,8536.21,8588.84,14888167
2014-02-07,8581.14,8596.44,8559.66,8559.66,8982513
2014-02-10,8570.3,8570.94,8546.33,8546.33,6461660
2014-02-11,8631.29,8675.24,8631.29,8675.24,7605339
2014-02-12,8763.47,8831.9,8763.47,8826.98,8339342
2014-02-13,8786.75,8858.47,8786.75,8858.47,5923948
2014-02-14,8859.07,8865.08,8850.12,8850.12,7751726
2014-02-17,8817.59,8817.59,8738.03,8741.63,4872851
2014-02-18,8727.53,8727.53,8677.63,8677.63,4440709
2014-02-19,8692.86,8771.03,8692.86,8771.03,6270916
2014-02-20,8661.14,8676.4,8657.13,8657.13,5562818
2014-02-21,8742.05,8756.69,8742.05,8756.69,5771804
2014-02-24,8840.96,8878.78,8840.96,8878.78,4615022
2014-02-25,8893.67,8895.51,8857.26,8857.26,5580440
2014-02-26,8855.54,8855.54,8817.52,8817.52,8495329
2014-02-27,8750.51,8803.26,8750.51,8786.79,5459462
2014-02-28,8835.73,8918.66,8835.73,8918.66,6618045
2014-03-03,8657.33,8657.33,8446.23,8446.23,13534976
2014-03-04,8570.84,8663.32,8570.84,8635.52,12877985
2014-03-05,8689.49,8689.49,8643.27,8643.27,13041728
2014-03-06,8670.4,8670.4,8631.42,8660.86,8091082
2014-03-07,8673.03,8673.03,8580.18,8580.18,5671434
2014-03-10,8572.6,8572.6,8480.64,8480.64,6441910
2014-03-11,8493.25,8511.73,8488.95,8511.73,8719069
2014-03-12,8522.37,8522.37,8404.51,8414.03,7170823
2014-03-13,8407.77,8407.77,8225.08,8225.08,6253991
2014-03-14,8193.64,8222.02,8181.41,8222.02,10353704
2014-03-17,8347.24,8421.82,8347.24,8421.82,7882992
2014-03-18,8346.55,8404.03,8346.55,8369.27,10053173
2014-03-19,8379.2,8388.67,8373.18,8388.67,9570827
2014-03-20,8419.63,8441.02,8419.63,8430.55,16072340
2014-03-21,8511.72,8511.72,8411.13,8411.13,28196182
2014-03-24,8411.84,8411.84,8380.9,8392.56,5626078
2014-03-25,8481.99,8537.39,8481.99,8522.84,7364321
2014-03-26,8623.43,8623.43,8611.46,8611.46,9399418
2014-03-27,8614.63,8654.62,8586.1,8586.1,5168819
2014-03-28,8637.16,8667.12,8637.16,8667.12,5266287
2014-03-31,8688.1,8749.83,8688.1,8749.83,6216919
2014-04-01,8724.77,8748.86,8724.77,8748.86,5245756
2014-04-02,8792.15,8820.5,8777.05,8820.5,4798138
2014-04-03,8788.32,8788.32,8739.5,8739.5,4832386
2014-04-04,8746.29,8804.41,8746.29,8798.72,5127705
2014-04-07,8768.64,8768.64,8707.76,8765.55,5165110
2014-04-08,8757.76,8796.16,8737.47,8796.16,5914450
2014-04-09,8785.95,8785.95,8760.68,8760.68,6296777
2014-04-10,8795.55,8795.55,8755.83,8756.89,7468665
2014-04-11,8693.96,8698.53,8654.68,8698.53,9510299
2014-04-14,8665.81,8665.81,8590.19,8598.69,5294922
2014-04-15,8551.75,8578.08,8469.95,8469.95,6827832
2014-04-16,8467.69,8467.69,8425.05,8425.05,4114557
2014-04-17,8504.65,8549.99,8504.65,8549.99,5104891
2014-04-22,8596.16,8669.92,8596.16,8669.92,3497273
2014-04-23,8674.79,8674.79,8655.15,8655.15,4241154
2014-04-24,8658.06,8658.06,8553.24,8553.24,9956440
2014-04-25,8508.66,8508.66,8482.17,8491.18,5850688
2014-04-28,8518.41,8518.41,8467.38,8467.38,3159637
2014-04-29,8531.16,8568.51,8531.16,8568.51,6917275
2014-04-30,8590.8,8590.8,8561.61,8562.83,7216548
2014-05-02,8553.08,8553.08,8537.86,8537.86,4235625
2014-05-05,8437.36,8437.36,8415.23,8415.23,4509342
2014-05-06,8413.56,8413.56,8288.88,8288.88,6305157
2014-05-07,8230.52,8261.63,8230.52,8261.63,11056205
2014-05-08,8362.7,8363.56,8351.64,8351.64,4899787
2014-05-09,8371.75,8371.75,8339.85,8339.85,4692028
2014-05-12,8269.53,8307.31,8269.53,8306.16,5077058
2014-05-13,8332.88,8332.88,8280.73,8280.73,8631045
2014-05-14,8288.2,8288.2,8282.1,8285.37,9796916
2014-05-15,8318.06,8318.06,8215.97,8215.97,12095780
2014-05-16,8167.15,8167.15,8053.5,8055.04,13119960
2014-05-19,8044.62,8051.06,8044.62,8051.06,6855898
2014-05-20,8098.74,8113.57,8098.74,8113.57,6252402
2014-05-21,8172.33,8214.28,8172.33,8214.28,9257357
2014-05-22,8326.54,8422.26,8326.54,8422.26,20373111
2014-05-23,8458.38,8458.38,8412.33,8455.08,8687550
2014-05-26,8499.89,8514.15,8499.89,8514.15,3499571
2014-05-27,8484.64,8505.73,8452.25,8505.73,7999327
2014-05-28,8459.85,8460.23,8459.85,8459.85,8032379
2014-05-29,8452.97,8504.92,8451.64,8504.92,10205389
2014-05-30,8458.65,8458.65,8362.53,8362.53,101032523
2014-06-02,8347.38,8347.38,8327.58,8335.9,7150956
2014-06-03,8374.63,8374.63,8303.46,8321.58,10899871
2014-06-04,8357.16,8443.35,8357.16,8443.35,9085253
2014-06-05,8502.45,8526.39,8501.58,8501.58,8216812
2014-06-06,8509.64,8597.18,8509.64,8597.18,6641329
2014-06-09,8607.82,8607.82,8562.23,8562.23,5366192
2014-06-10,8568.25,8622.56,8568.25,8622.56,6267397
2014-06-11,8562.07,8562.07,8546.73,8549.55,5855378
2014-06-12,8459.52,8494.32,8459.52,8494.32,3981885
2014-06-13,8452.98,8452.98,8415.98,8415.98,4705907
2014-06-16,8406.53,8430.16,8406.53,8430.16,2615920
2014-06-17,8460.98,8460.98,8443.82,8445.07,7942130
2014-06-18,8400.38,8400.38,8368.6,8368.6,7431299
2014-06-20,8351.97,8351.97,8335.73,8342.22,10200820
2014-06-23,8376.4,8382.17,8373.42,8373.42,3866585
2014-06-24,8363.27,8363.27,8323.69,8323.69,3757704
2014-06-25,8280.31,8280.31,8192.86,8192.86,5533679
2014-06-26,8166.4,8166.4,8108.54,8108.54,6377352
2014-06-27,8111.93,8111.93,8046.3,8046.3,5340870
2014-06-30,8087.27,8125.78,8087.27,8125.78,6551087
2014-07-01,8151.91,8175.42,8151.91,8169.57,5865112
2014-07-02,8193.67,8193.67,8080.66,8080.66,7488059
2014-07-03,8033.96,8065.85,8026.4,8065.85,4985093
2014-07-04,8044.09,8083.36,8044.09,8074.34,5141051
2014-07-07,8153.41,8183.03,8153.41,8183.03,4243757
2014-07-08,8118.25,8118.25,7999.71,7999.71,4196085
2014-07-09,7965.2,7965.2,7896.09,7896.09,4545428
2014-07-10,7886.26,7913.24,7843.96,7913.24,5482772
2014-07-11,8039.51,8048.63,8034.33,8034.33,9016654
2014-07-14,8107.24,8114.6,8107.24,8114.6,4481883
2014-07-15,8104.21,8141.15,8104.21,8141.15,3852832
2014-07-16,8139.95,8139.95,8119.05,8119.05,3749616
2014-07-17,8079.26,8158.18,8068.72,8158.18,3329108
2014-07-18,8115.66,8133.64,8115.66,8133.64,4422178
2014-07-21,8096.03,8105.69,8071.76,8105.69,3141133
2014-07-22,8111.86,8162.79,8111.86,8162.79,4535907
2014-07-23,8124.24,8139.19,8120.82,8139.19,3696437
2014-07-24,8161.84,8165.33,8145.76,8145.76,3481482
2014-07-25,8106.53,8129.82,8106.53,8129.82,4099086
2014-07-28,8124.26,8144.09,8101.66,8101.66,4383892
2014-07-29,8061.91,8065.8,8020.13,8020.13,4880966
2014-07-30,7909.04,7909.04,7835.61,7835.61,5616906
2014-07-31,7789.72,7789.72,7699.35,7699.35,7186858
2014-08-01,7658.65,7861.46,7658.65,7861.46,10278801
2014-08-04,7894.24,7929.11,7894.24,7929.11,5037117
2014-08-05,8017.22,8017.22,7938.59,7953.87,6324154
2014-08-06,7920.54,7920.54,7880.56,7914.58,4096872
2014-08-07,7784.96,7805.89,7784.96,7794.16,5540082
2014-08-08,7747.02,7772.25,7747.02,7772.25,4520511
2014-08-11,7834.29,7893.7,7834.29,7893.7,4841403
2014-08-12,7843.3,7877.68,7832.15,7877.68,4293091
2014-08-13,7903.69,8039.66,7903.69,8039.66,4583865
2014-08-14,7953.23,8186.28,7953.23,8186.28,11515059
2014-08-18,8192.29,8271.77,8192.29,8271.77,9789294
2014-08-19,8272.63,8308.28,8272.63,8281.21,11436943
2014-08-20,8270.19,8276.31,8270.19,8275.02,6254603
2014-08-21,8277.59,8277.59,8218.17,8218.17,3548261
2014-08-22,8201.77,8201.77,8166.66,8166.66,3097084
2014-08-25,8209.01,8218.59,8208.95,8208.95,1497170
2014-08-26,8263.17,8284.57,8263.17,8283.08,5094474
2014-08-27,8306.72,8306.72,8291.35,8291.35,4266113
2014-08-28,8254.1,8254.1,8116.22,8147.31,8279240
2014-08-29,8141.99,8144.54,8111.57,8111.57,7954306
2014-09-01,8144.04,8193.06,8144.04,8193.06,3175516
2014-09-02,8208.29,8234.62,8203.01,8234.62,4524812
2014-09-03,8414.47,8462.62,8414.47,8423.56,9579721
2014-09-04,8469.31,8588.05,8469.31,8588.05,8048736
2014-09-05,8580.72,8627.92,8580.72,8609.9,5038048
2014-09-08,8583.64,8654.82,8583.64,8654.82,3317527
2014-09-09,8587.02,8631.94,8587.02,8631.94,4062792
2014-09-10,8584.05,8590.25,8584.05,8589.21,5142700
2014-09-11,8575.99,8575.99,8506.4,8506.4,5418591
2014-09-12,8485.94,8510.77,8446.82,8446.82,4591737
2014-09-15,8483.69,8574.13,8483.69,8574.13,5098220
2014-09-16,8619.47,8690.47,8619.47,8680.99,7378355
2014-09-17,8746.87,8761,8746.87,8761,9169626
2014-09-18,8756.73,8756.73,8685.24,8711.85,6478435
2014-09-19,8741.09,8819.46,8741.09,8819.46,12602592
2014-09-22,8781.59,8781.59,8722.39,8722.39,3717727
2014-09-23,8628.59,8628.59,8567.28,8567.28,5461001
2014-09-24,8596.16,8596.16,8505.81,8505.81,4214439
2014-09-25,8634.59,8634.59,8478.04,8478.04,3987909
2014-09-26,8490.15,8567.21,8490.15,8567.21,4643916
2014-09-29,8677.33,8696.06,8602.07,8696.06,4525398
2014-09-30,8736.75,8736.75,8694.03,8694.03,7079071
2014-10-01,8651.72,8651.72,8607.44,8607.44,4270486
2014-10-02,8487.28,8487.28,8429.42,8429.42,6375144
2014-10-03,8520.19,8520.19,8487.52,8487.52,2845524
2014-10-06,8546.61,8546.61,8497.03,8497.03,3192149
2014-10-07,8470.2,8526.38,8470.2,8490.57,5832924
2014-10-08,8381.93,8417.5,8379.18,8379.18,10378954
2014-10-09,8394.23,8394.23,8241.17,8241.17,7974796
2014-10-10,8149.95,8149.95,8085.98,8085.98,14107360
2014-10-13,8125.37,8125.37,8063.52,8063.52,5140028
2014-10-14,8024.31,8083.51,8024.31,8083.51,4421462
2014-10-15,8068.14,8068.14,7914.46,7973.97,9517759
2014-10-16,7953.28,8015.5,7953.28,8015.5,7822820
2014-10-17,8093.22,8093.22,8057.8,8057.8,8504528
2014-10-20,8058.6,8058.6,7962.24,7962.24,3841718
2014-10-21,8001.16,8140.95,8001.16,8140.95,7183082
2014-10-22,8149.63,8151.24,8149.63,8149.63,4023015
2014-10-23,8145.53,8145.53,8085.63,8101.09,8896857
2014-10-24,8083.17,8083.17,8045.86,8045.86,7633859
2014-10-27,8068.38,8100.6,8068.38,8100.6,7778389
2014-10-28,8102.13,8146.09,8094.72,8146.09,4451667
2014-10-29,8129.53,8129.53,8090.83,8090.83,5959540
2014-10-30,8052.41,8095.89,8052.41,8095.89,8816317
2014-10-31,8157.77,8168.14,8145.78,8145.78,5397677
2014-11-03,8136.8,8150.61,8136.58,8150.61,3035755
2014-11-04,8181.8,8183.5,8131.38,8131.38,4779085
2014-11-05,8138.78,8258.6,8138.78,8181.95,7951075
2014-11-06,8178.6,8178.6,8116.88,8116.88,3191160
2014-11-07,8144.61,8144.61,8082.24,8082.24,4864267
2014-11-10,8061.38,8074.93,8029.31,8029.31,4611932
2014-11-12,8042.26,8042.26,7974,7974,5564463
2014-11-13,8017.7,8017.7,7942.41,7942.41,8800571
2014-11-14,8018.13,8153.36,8018.13,8153.36,6841536
2014-11-17,8134.15,8175.67,8134.15,8175.67,5275629
2014-11-18,8214.86,8245.31,8214.86,8243.39,4368286
2014-11-19,8222.42,8222.42,8188.46,8188.46,2381897
2014-11-20,8018.29,8026.3,8018.29,8026.3,8060171
2014-11-21,8011.76,8060.83,8011.76,8060.83,4960621
2014-11-24,8145.91,8145.91,8106.27,8106.27,4171577
2014-11-25,8067.82,8129.88,8067.82,8087.91,7526772
2014-11-26,8095.84,8148.81,8095.84,8148.81,4159334
2014-11-27,8186.97,8222.94,8186.97,8222.94,1747216
2014-11-28,8209.03,8237.07,8209.03,8229.12,2552362
2014-12-01,8178.4,8216.21,8178.4,8216.21,3482685
2014-12-02,8266.88,8343.75,8266.88,8343.75,5872964
2014-12-03,8387.2,8387.2,8362.23,8366.66,4728288
2014-12-04,8378.09,8378.09,8270.24,8270.24,4540143
2014-12-05,8306.83,8348.01,8306.83,8332.21,4328131
2014-12-08,8320.83,8362.7,8320.83,8342.27,4401196
2014-12-09,8279.17,8280.72,8248.77,8280.72,4693495
2014-12-10,8244.74,8244.74,8173.95,8173.95,6550518
2014-12-11,8176.33,8176.33,8121.35,8121.35,5050472
2014-12-12,8116.21,8116.21,8052.32,8052.32,3282578
2014-12-15,8093.23,8099.85,7953.9,7953.9,3387419
2014-12-16,7892.34,7892.34,7802.03,7830.58,9433328
2014-12-17,7901.77,7913.08,7899.74,7899.74,5681212
2014-12-18,8025.85,8034.4,8025.85,8034.4,6315999
2014-12-19,7984.63,7984.63,7918.07,7918.07,10192333
2014-12-22,7951.85,7951.85,7908.42,7945.85,4902882
2014-12-23,7976.5,7976.5,7960.5,7960.5,4999590
2014-12-29,7926.57,7926.57,7872.55,7872.55,4410110
2014-12-30,7882.1,7960.97,7882.1,7960.97,4974634
2015-01-02,7925.34,7947.16,7925.34,7931.09,1904288
2015-01-05,7913.69,7913.69,7739.27,7739.27,2994774
2015-01-07,7763,7837.68,7763,7807.71,6501976
2015-01-08,7981.88,8053.33,7968.82,8053.33,8373274
2015-01-09,8046.17,8046.17,7998.94,7998.94,4105503
2015-01-12,7984.87,7984.87,7974.1,7982.71,3653947
2015-01-13,8048.5,8095.67,8048.5,8084.04,5361054
2015-01-14,8050.35,8050.35,8010.89,8020.86,4560875
2015-01-15,7699.7,7699.7,7582.69,7582.69,53154697
2015-01-16,7461.97,7502.02,7458.63,7458.63,24194916
2015-01-19,7499.17,7542.54,7499.17,7504.85,12720385
2015-01-20,7534.72,7534.72,7409,7409,10242647
2015-01-21,7423.01,7522.39,7423.01,7522.39,10371871
2015-01-22,7551.97,7592.31,7551.97,7592.31,7690434
2015-01-23,7636.14,7636.14,7600.58,7600.58,9714698
2015-01-26,7517.27,7557.3,7517.27,7557.3,12901113
2015-01-27,7650.97,7650.97,7589.61,7592.68,14207215
2015-01-28,7584.09,7774.9,7584.09,7751.63,23524174
2015-01-29,7749.41,7749.41,7724.37,7744.9,5590402
2015-01-30,7756.57,7756.57,7715.41,7715.41,6843938
2015-02-02,7748.82,7748.82,7706.08,7745.29,8753676
2015-02-03,7694.98,7694.98,7623.39,7623.39,7982475
2015-02-04,7595.99,7659.05,7595.99,7659.05,18417236
2015-02-05,7642.3,7688.15,7637.81,7688.15,10339496
2015-02-06,7711.35,7711.35,7696.26,7707.8,6575032
2015-02-09,7673.9,7673.9,7651.21,7662.92,6618090
2015-02-10,7647.73,7668.44,7639.1,7639.1,4386097
2015-02-11,7639.27,7639.27,7530.56,7530.56,9631358
2015-02-12,7631.26,7631.26,7569.88,7569.88,7041669
2015-02-13,7570.41,7610.51,7570.41,7610.51,7157985
2015-02-16,7653.34,7680.96,7653.34,7680.96,4558872
2015-02-17,7663.26,7663.26,7659.02,7660.08,3160484
2015-02-18,7652.4,7652.4,7589.36,7589.36,3061271
2015-02-19,7616.42,7616.42,7574.35,7574.35,5376812
2015-02-20,7556.77,7564.1,7556.77,7564.1,2258239
2015-02-23,7589.97,7614.65,7589.97,7608.65,3536207
2015-02-24,7570.22,7618.39,7570.22,7618.39,5279320
2015-02-25,7587.6,7589.56,7581.07,7581.07,4501562
2015-02-26,7545.91,7569,7541.99,7569,7098904
2015-02-27,7548.09,7582.98,7548.09,7582.98,7818269
2015-03-02,7581.92,7583.57,7555.99,7583.57,4695626
2015-03-03,7579.34,7579.34,7497.62,7497.62,4183894
2015-03-04,7501.29,7659.58,7501.29,7659.58,13009400
2015-03-05,7724,7724,7710.71,7710.71,15765034
2015-03-06,7734.73,7734.73,7675.14,7675.14,7048750
2015-03-09,7668.48,7704.81,7668.48,7674.1,5549510
2015-03-10,7613.8,7628.77,7613.8,7628.77,8223363
2015-03-11,7671.21,7718.08,7665.76,7718.08,8431049
2015-03-12,7677.74,7731.07,7677.74,7731.07,5721577
2015-03-13,7710.46,7710.46,7679.03,7696.56,6985025
2015-03-16,7697.09,7715.4,7697.09,7715.4,6226916
2015-03-17,7735.44,7754.97,7735.44,7754.97,3728735
2015-03-18,7770.74,7770.74,7716.76,7716.76,5223285
2015-03-19,7806,7892.86,7806,7892.86,8657433
2015-03-20,7898.67,7931.83,7898.67,7931.83,13136125
2015-03-23,7898.04,7930.39,7898.04,7930.39,4343347
2015-03-24,7891.35,7891.35,7831.93,7831.93,10035739
2015-03-25,7786.61,7786.61,7741.5,7741.5,8635715
2015-03-26,7664.04,7664.04,7621.07,7621.07,15030338
2015-03-27,7655.39,7655.39,7591.9,7591.9,17255960
2015-03-30,7648.37,7648.37,7622.71,7622.71,7085875
2015-03-31,7651.12,7660.16,7637.58,7660.16,6517910
2015-04-01,7660.93,7660.93,7639.41,7639.41,6945568
2015-04-02,7622.16,7630.58,7622.16,7630.58,10658955
2015-04-07,7700.87,7700.87,7673.05,7673.05,9323425
2015-04-08,7692.41,7724.25,7692.41,7720.23,12389169
2015-04-09,7730.74,7827.29,7730.74,7827.29,14167312
2015-04-10,7820.52,7826.74,7809.66,7809.66,7876280
2015-04-13,7774.51,7796.2,7759.02,7796.2,4742943
2015-04-14,7779.71,7779.71,7766.12,7766.12,8081062
2015-04-15,7872.33,7984.61,7872.33,7984.61,11395301
2015-04-16,8054.68,8134.8,8054.68,8134.8,11077961
2015-04-17,8170.47,8170.47,8023.53,8023.53,9211500
2015-04-20,8053.45,8162.98,8053.45,8162.98,8770206
2015-04-21,8193.74,8193.74,8135.05,8135.05,5452241
2015-04-22,8092.11,8148.17,8092.11,8148.17,7035516
2015-04-23,8123.66,8167.02,8105.46,8167.02,6135885
2015-04-24,8154.93,8154.93,8117.54,8130.31,3253250
2015-04-27,8169.11,8169.11,8164.29,8164.29,7346861
2015-04-28,8152.22,8152.22,8139.84,8139.84,6921574
2015-04-29,8118.06,8118.06,8104.66,8104.66,4222969
2015-04-30,8086.33,8087.99,8051.77,8051.77,5211828
2015-05-04,8052.53,8086.68,8052.53,8086.68,6873658
2015-05-05,8114.36,8114.36,8061.46,8084.66,6941951
2015-05-06,8118.06,8272.9,8118.06,8272.9,11673258
2015-05-07,8208.17,8291.47,8208.17,8291.47,6444033
2015-05-08,8304.08,8349.9,8304.08,8349.9,7248895
2015-05-11,8295.97,8295.97,8269.23,8269.23,5271182
2015-05-12,8191.74,8283.97,8191.74,8283.97,5228510
2015-05-13,8220.09,8220.09,8165.87,8171.54,14452177
2015-05-14,8163.71,8204.32,8158.47,8158.47,7715685
2015-05-15,8150.19,8150.19,8128.59,8128.59,6632367
2015-05-18,8160.86,8179.24,8145.21,8179.24,4317263
2015-05-19,8173.17,8173.17,8101.52,8101.52,4259870
2015-05-20,8043.63,8074.83,8043.63,8074.83,6331732
2015-05-21,8059.67,8101.18,8059.67,8101.18,6132485
2015-05-22,8093.43,8093.43,8050.95,8050.95,5661664
2015-05-25,7861.39,7861.39,7778.75,7812.45,9842389
2015-05-26,7720.15,7736.04,7667.57,7667.57,12832983
2015-05-27,7698.78,7708.48,7633.18,7708.48,13736302
2015-05-28,7725.83,7725.83,7663.08,7663.08,6298201
2015-05-29,7712.28,7712.28,7688.56,7688.56,21770148
2015-06-01,7718.98,7734.53,7718.98,7734.53,7238011
2015-06-02,7666.24,7678.63,7638.48,7638.48,8269275
2015-06-03,7603.69,7603.69,7534.2,7534.2,8564240
2015-06-05,7477.71,7477.71,7442.91,7442.91,4428105
2015-06-08,7477.63,7477.63,7434.74,7434.74,4423477
2015-06-09,7473.11,7473.11,7388.34,7388.34,6133882
2015-06-10,7522.62,7562.59,7522.62,7562.59,11282386
2015-06-11,7568.57,7568.57,7552.77,7552.77,6910318
2015-06-12,7538.35,7538.35,7487.98,7487.98,4913750
2015-06-15,7490.84,7490.84,7438.13,7448.74,3780148
2015-06-16,7440.15,7440.15,7404.01,7423.27,9016261
2015-06-17,7434.08,7434.08,7258.16,7275.89,9555221
2015-06-18,7252.02,7315.92,7252.02,7315.92,8611361
2015-06-19,7344.1,7344.1,7253.22,7253.22,9079920
2015-06-22,7404.46,7462.36,7404.46,7462.36,4782224
2015-06-23,7465.86,7465.86,7421.9,7421.9,4591749
2015-06-24,7430.49,7444.77,7390.51,7444.77,4740234
2015-06-25,7515.92,7515.92,7475.21,7475.21,8011181
2015-06-26,7443.39,7443.39,7423.91,7423.91,7846441
2015-06-29,7355.03,7355.03,7309.74,7309.74,7296038
2015-06-30,7319.67,7399.48,7319.67,7397.98,8830854
2015-07-01,7401.98,7401.98,7322,7322,5587246
2015-07-02,7238.91,7241.1,7212.31,7212.31,8947227
2015-07-03,7188.33,7188.33,7133.95,7133.95,5066940
